ticket_id,subject,body,channel,priority,created_ts,category,urgency,sentiment
TK-106194,Getting a 500 error on checkout,Thanks for your help. Getting a 500 error on checkout. Please advise.,phone,Medium,2026-01-27 13:09:00,Bug/Error,medium,positive
TK-106195,Add integration with Slack,I've been waiting for days!! Add integration with Slack. I need this resolved.,web_form,Low,2026-03-11 04:11:00,Feature Request,high,negative
TK-106196,What are your business hours,This is really frustrating. What are your business hours. Can someone look into this?,twitter,Low,2026-06-01 15:12:00,General,high,negative
TK-106197,Do you have API documentation,Do you have API documentation. Let me know next steps.,email,Urgent,2026-03-07 14:13:00,General,low,neutral
TK-106202,Dashboard shows blank screen,I've been waiting for days!! Dashboard shows blank screen. Can someone look into this?,chat,Medium,2026-06-29 11:55:00,Bug/Error,high,negative
TK-106203,Do you have API documentation,This is really frustrating. Do you have API documentation. I need this resolved.,phone,Medium,2026-03-19 03:31:00,General,high,negative
TK-106204,Is there a student discount,Is there a student discount. Any update would help.,twitter,High,2026-05-19 04:36:00,Feature Request,low,neutral
TK-106191,Delivery is two weeks late,Please respond ASAP. Delivery is two weeks late. Can someone look into this?,phone,Urgent,2026-06-02 12:52:00,Shipping,high,negative
TK-106213,Tracking number is invalid,I've been waiting for days!! Tracking number is invalid. Let me know next steps.,twitter,Urgent,2026-01-14 08:05:00,Shipping,high,negative
TK-106214,Package arrived damaged,Package arrived damaged. Please advise.,phone,Urgent,2026-01-28 20:24:00,Shipping,medium,negative
TK-106215,Do you have API documentation,I've been waiting for days!! Do you have API documentation. I need this resolved.,email,Medium,2026-05-06 08:00:00,General,high,negative
TK-106220,Export button does nothing,This is really frustrating. Export button does nothing. Any update would help.,web_form,High,2026-06-23 23:03:00,Bug/Error,high,negative
TK-106205,Where is my order,This is really frustrating. Where is my order. Please advise.,email,Urgent,2026-03-19 11:29:00,Shipping,high,negative
TK-106206,How do I change my email,Please respond ASAP. How do I change my email. Please advise.,web_form,High,2026-01-22 13:47:00,Login/Access,low,neutral
TK-106207,Delivery is two weeks late,This is really frustrating. Delivery is two weeks late. Can someone look into this?,phone,High,2026-03-19 10:15:00,Shipping,high,negative
TK-106208,Password reset email never arrives,Please respond ASAP. Password reset email never arrives. Any update would help.,phone,High,2026-01-29 07:26:00,Login/Access,high,negative
TK-106216,Dashboard shows blank screen,This is really frustrating. Dashboard shows blank screen. Can someone look into this?,email,High,2026-04-26 10:20:00,Bug/Error,high,negative
TK-106217,Cancel my plan and refund me,Cancel my plan and refund me. I need this resolved.,chat,Low,2026-06-30 07:34:00,Billing,high,negative
TK-106218,Tracking number is invalid,This is really frustrating. Tracking number is invalid. Any update would help.,chat,Urgent,2026-05-03 10:18:00,Shipping,high,negative
TK-106219,Where is my order,Please respond ASAP. Where is my order. I need this resolved.,chat,Low,2026-01-23 08:08:00,Shipping,high,negative
TK-106221,Getting a 500 error on checkout,Please respond ASAP. Getting a 500 error on checkout. Please advise.,web_form,Medium,2026-02-17 06:07:00,Bug/Error,high,negative
TK-106222,Tracking number is invalid,I've been waiting for days!! Tracking number is invalid. Please advise.,chat,High,2026-02-25 09:12:00,Shipping,high,negative
TK-106223,Where is my order,Please respond ASAP. Where is my order. Any update would help.,twitter,High,2026-04-30 13:15:00,Shipping,high,negative
TK-106224,Need bulk edit functionality,This is really frustrating. Need bulk edit functionality. Let me know next steps.,chat,Medium,2026-03-27 22:41:00,Feature Request,medium,negative
TK-106225,How do I contact sales,This is really frustrating. How do I contact sales. Any update would help.,phone,Low,2026-04-14 05:32:00,General,medium,negative
TK-106226,Please add dark mode,I've been waiting for days!! Please add dark mode. I need this resolved.,twitter,High,2026-02-24 20:21:00,Feature Request,high,negative
TK-106227,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. I need this resolved.,twitter,High,2026-01-13 13:42:00,Bug/Error,high,positive
TK-106228,Is there a student discount,Please respond ASAP. Is there a student discount. I need this resolved.,email,Urgent,2026-05-18 13:15:00,General,medium,negative
TK-106229,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. I need this resolved.,email,Urgent,2026-06-27 20:17:00,Bug/Error,high,positive
TK-106230,SSO redirect keeps failing,Thanks for your help. SSO redirect keeps failing. Let me know next steps.,twitter,Low,2026-01-22 09:57:00,Login/Access,medium,positive
TK-106231,Cannot log into my account,Thanks for your help. Cannot log into my account. I need this resolved.,email,Urgent,2026-03-21 23:55:00,Login/Access,high,positive
TK-106232,Would love a mobile app,Thanks for your help. Would love a mobile app. Let me know next steps.,chat,Low,2026-05-21 11:31:00,Feature Request,low,positive
TK-106233,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Any update would help.,email,Medium,2026-06-12 22:29:00,Billing,high,negative
TK-106235,I was charged twice this month,Please respond ASAP. I was charged twice this month. Can someone look into this?,chat,Low,2026-04-12 22:41:00,Billing,high,negative
TK-106238,Password reset email never arrives,Password reset email never arrives. Please advise.,web_form,Low,2026-02-06 10:05:00,Login/Access,low,neutral
TK-106236,App crashes when I upload a file,I've been waiting for days!! App crashes when I upload a file. Let me know next steps.,phone,Low,2026-02-28 08:51:00,Bug/Error,high,negative
TK-106237,How do I change my email,Thanks for your help. How do I change my email. Can someone look into this?,twitter,Medium,2026-01-17 15:03:00,General,low,positive
TK-106239,SSO redirect keeps failing,Not happy about this. SSO redirect keeps failing. I need this resolved.,email,High,2026-01-12 02:50:00,Login/Access,high,negative
TK-106240,Export button does nothing,This is really frustrating. Export button does nothing. Please advise.,chat,High,2026-05-27 01:45:00,Bug/Error,high,negative
TK-106241,Password reset email never arrives,I've been waiting for days!! Password reset email never arrives. Please advise.,email,High,2026-02-18 22:39:00,Login/Access,high,negative
TK-106242,Can you support CSV export,I've been waiting for days!! Can you support CSV export. I need this resolved.,twitter,High,2026-03-22 12:59:00,Bug/Error,high,negative
TK-106198,I was charged twice this month,Not happy about this. I was charged twice this month. Let me know next steps.,web_form,High,2026-06-01 11:34:00,Billing,high,negative
TK-106199,Package arrived damaged,This is really frustrating. Package arrived damaged. Let me know next steps.,chat,High,2026-05-02 03:01:00,Shipping,high,negative
TK-106200,What are your business hours,What are your business hours. Let me know next steps.,web_form,High,2026-03-23 20:27:00,General,low,neutral
TK-106201,Cancel my plan and refund me,Cancel my plan and refund me. Please advise.,phone,Medium,2026-06-22 20:04:00,Billing,high,negative
TK-106209,Cancel my plan and refund me,Cancel my plan and refund me. Any update would help.,web_form,Medium,2026-01-03 10:17:00,Billing,high,negative
TK-106210,How do I change my email,I've been waiting for days!! How do I change my email. Let me know next steps.,web_form,Urgent,2026-04-08 15:05:00,Login/Access,high,negative
TK-106211,Export button does nothing,Export button does nothing. Any update would help.,email,Medium,2026-06-05 11:15:00,Bug/Error,medium,neutral
TK-106212,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. I need this resolved.,phone,Urgent,2026-01-01 21:43:00,Feature Request,medium,positive
TK-106243,Account locked after failed attempts,This is really frustrating. Account locked after failed attempts. Let me know next steps.,twitter,High,2026-02-23 07:49:00,Login/Access,high,negative
TK-106244,Can you support CSV export,Can you support CSV export. Please advise.,chat,Medium,2026-01-11 06:45:00,Feature Request,low,neutral
TK-106245,Package arrived damaged,Thanks for your help. Package arrived damaged. Can someone look into this?,phone,Low,2026-02-23 01:07:00,Shipping,medium,positive
TK-106246,What are your business hours,Not happy about this. What are your business hours. I need this resolved.,chat,Medium,2026-05-29 01:12:00,General,high,negative
TK-106247,Cancel my plan and refund me,Not happy about this. Cancel my plan and refund me. Any update would help.,chat,Medium,2026-06-10 06:13:00,Billing,high,negative
TK-106248,How do I change my email,Not happy about this. How do I change my email. Any update would help.,web_form,Low,2026-01-29 17:46:00,Login/Access,high,negative
TK-106249,Package arrived damaged,Package arrived damaged. Any update would help.,phone,Medium,2026-06-21 00:56:00,Shipping,medium,negative
TK-106251,I was charged twice this month,Please respond ASAP. I was charged twice this month. Can someone look into this?,twitter,Medium,2026-02-09 07:58:00,Billing,high,negative
TK-106252,Tracking number is invalid,Tracking number is invalid. Let me know next steps.,twitter,High,2026-06-21 11:28:00,Shipping,medium,neutral
TK-106260,Two-factor code not working,Please respond ASAP. Two-factor code not working. Can someone look into this?,twitter,Urgent,2026-02-15 22:19:00,Login/Access,high,negative
TK-106257,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Can someone look into this?,chat,Urgent,2026-06-17 06:39:00,Billing,high,negative
TK-106258,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Let me know next steps.,twitter,Low,2026-06-07 10:15:00,Shipping,high,negative
TK-106259,Add integration with Slack,This is really frustrating. Add integration with Slack. Let me know next steps.,phone,Urgent,2026-02-24 16:11:00,Feature Request,medium,negative
TK-106234,Export button does nothing,I've been waiting for days!! Export button does nothing. Any update would help.,phone,Urgent,2026-03-01 01:28:00,Bug/Error,high,negative
TK-106261,Delivery is two weeks late,Please respond ASAP. Delivery is two weeks late. Let me know next steps.,twitter,High,2026-03-02 17:23:00,Shipping,high,negative
TK-106250,Password reset email never arrives,Password reset email never arrives. Please advise.,twitter,Low,2026-04-07 14:40:00,Login/Access,low,neutral
TK-106268,Where is my order,Where is my order. Let me know next steps.,twitter,High,2026-06-02 14:11:00,Shipping,high,negative
TK-106269,Dashboard shows blank screen,Dashboard shows blank screen. Let me know next steps.,email,Low,2026-04-21 06:29:00,Bug/Error,medium,neutral
TK-106270,Tracking number is invalid,Not happy about this. Tracking number is invalid. Let me know next steps.,web_form,Medium,2026-02-23 22:01:00,Shipping,high,negative
TK-106271,Cancel my plan and refund me,I've been waiting for days!! Cancel my plan and refund me. Any update would help.,twitter,Medium,2026-04-22 17:39:00,Billing,high,negative
TK-106262,Getting a 500 error on checkout,Getting a 500 error on checkout. Can someone look into this?,email,High,2026-01-01 21:59:00,Bug/Error,high,neutral
TK-106263,Dashboard shows blank screen,Thanks for your help. Dashboard shows blank screen. Please advise.,web_form,Low,2026-03-21 15:38:00,Bug/Error,low,positive
TK-106272,Account locked after failed attempts,Thanks for your help. Account locked after failed attempts. Any update would help.,web_form,Medium,2026-02-11 03:54:00,Login/Access,medium,positive
TK-106273,Data not syncing between devices,Not happy about this. Data not syncing between devices. I need this resolved.,twitter,High,2026-05-24 05:40:00,Bug/Error,high,negative
TK-106274,Export button does nothing,This is really frustrating. Export button does nothing. Can someone look into this?,chat,Low,2026-05-29 05:38:00,Bug/Error,high,negative
TK-106275,Do you have API documentation,Thanks for your help. Do you have API documentation. I need this resolved.,chat,Medium,2026-01-20 09:31:00,General,low,positive
TK-106276,Would love a mobile app,I've been waiting for days!! Would love a mobile app. Please advise.,chat,High,2026-02-14 11:26:00,Feature Request,medium,negative
TK-106277,Can you support CSV export,I've been waiting for days!! Can you support CSV export. Any update would help.,chat,Urgent,2026-04-17 18:22:00,Feature Request,high,negative
TK-106278,How do I change my email,Thanks for your help. How do I change my email. Can someone look into this?,chat,Low,2026-05-24 13:55:00,General,low,positive
TK-106279,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. Please advise.,chat,Low,2026-04-16 08:55:00,Feature Request,medium,negative
TK-106264,App crashes when I upload a file,Thanks for your help. App crashes when I upload a file. Can someone look into this?,phone,Low,2026-06-26 17:54:00,Bug/Error,medium,positive
TK-106265,Is there a student discount,This is really frustrating. Is there a student discount. Can someone look into this?,chat,Low,2026-06-16 14:29:00,Feature Request,medium,negative
TK-106266,Dashboard shows blank screen,Not happy about this. Dashboard shows blank screen. Please advise.,email,Low,2026-05-16 07:36:00,Bug/Error,high,negative
TK-106267,Cannot log into my account,Not happy about this. Cannot log into my account. I need this resolved.,web_form,Urgent,2026-01-28 23:03:00,Login/Access,high,negative
TK-106253,Export button does nothing,Thanks for your help. Export button does nothing. I need this resolved.,email,Medium,2026-06-18 02:57:00,Bug/Error,medium,negative
TK-106254,Export button does nothing,Not happy about this. Export button does nothing. Let me know next steps.,twitter,Urgent,2026-05-14 12:15:00,Bug/Error,high,negative
TK-106255,App crashes when I upload a file,Not happy about this. App crashes when I upload a file. Let me know next steps.,chat,Medium,2026-03-01 16:44:00,Bug/Error,high,negative
TK-106256,Cannot log into my account,I've been waiting for days!! Cannot log into my account. I need this resolved.,chat,Low,2026-06-09 02:16:00,Login/Access,high,negative
TK-106283,How do I contact sales,This is really frustrating. How do I contact sales. Please advise.,chat,Low,2026-06-30 05:32:00,General,medium,negative
TK-106284,App crashes when I upload a file,I've been waiting for days!! App crashes when I upload a file. Let me know next steps.,web_form,Low,2026-04-29 10:00:00,Bug/Error,high,negative
TK-106280,Data not syncing between devices,Not happy about this. Data not syncing between devices. Can someone look into this?,chat,Urgent,2026-03-22 19:08:00,Bug/Error,high,negative
TK-106281,Please add dark mode,Thanks for your help. Please add dark mode. Let me know next steps.,twitter,Urgent,2026-04-19 08:24:00,Feature Request,low,positive
TK-106282,App crashes when I upload a file,Not happy about this. App crashes when I upload a file. Please advise.,phone,Urgent,2026-01-13 09:44:00,Bug/Error,high,negative
TK-106285,Package arrived damaged,This is really frustrating. Package arrived damaged. I need this resolved.,web_form,Low,2026-02-14 03:11:00,Shipping,high,negative
TK-106286,Wrong item was delivered,Thanks for your help. Wrong item was delivered. Any update would help.,web_form,High,2026-02-04 15:24:00,Shipping,low,positive
TK-106287,Why did my subscription price go up,Please respond ASAP. Why did my subscription price go up. Any update would help.,phone,Low,2026-03-09 18:54:00,Billing,medium,neutral
TK-106288,How do I change my email,This is really frustrating. How do I change my email. Please advise.,twitter,Medium,2026-03-26 08:23:00,Login/Access,high,negative
TK-106289,Wrong item was delivered,This is really frustrating. Wrong item was delivered. Let me know next steps.,chat,Low,2026-03-26 16:55:00,Shipping,high,negative
TK-106290,Wrong item was delivered,This is really frustrating. Wrong item was delivered. I need this resolved.,chat,Medium,2026-06-15 20:38:00,Shipping,high,negative
TK-106291,Tracking number is invalid,Not happy about this. Tracking number is invalid. I need this resolved.,twitter,Low,2026-01-21 04:00:00,Shipping,high,negative
TK-106292,Where is my order,I've been waiting for days!! Where is my order. I need this resolved.,email,Low,2026-05-28 14:15:00,Shipping,high,negative
TK-106293,Data not syncing between devices,I've been waiting for days!! Data not syncing between devices. Let me know next steps.,email,Low,2026-02-23 13:54:00,Bug/Error,high,negative
TK-106294,App crashes when I upload a file,Thanks for your help. App crashes when I upload a file. I need this resolved.,email,Urgent,2026-06-04 12:40:00,Bug/Error,medium,negative
TK-106295,App crashes when I upload a file,App crashes when I upload a file. I need this resolved.,twitter,Medium,2026-06-07 15:23:00,Bug/Error,high,negative
TK-106296,What are your business hours,Thanks for your help. What are your business hours. Please advise.,email,High,2026-03-11 05:05:00,General,low,positive
TK-106297,Invoice shows wrong amount,Thanks for your help. Invoice shows wrong amount. Can someone look into this?,phone,High,2026-05-12 05:34:00,Billing,medium,positive
TK-106302,Wrong item was delivered,Please respond ASAP. Wrong item was delivered. Let me know next steps.,chat,High,2026-04-08 19:20:00,Shipping,high,negative
TK-106303,Account locked after failed attempts,I've been waiting for days!! Account locked after failed attempts. Can someone look into this?,twitter,Medium,2026-06-27 13:37:00,Login/Access,high,negative
TK-106304,Need bulk edit functionality,Not happy about this. Need bulk edit functionality. Can someone look into this?,chat,Low,2026-04-06 12:36:00,Feature Request,medium,negative
TK-106305,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Let me know next steps.,email,Low,2026-05-08 13:07:00,Billing,high,negative
TK-106298,Where is my order,I've been waiting for days!! Where is my order. Please advise.,chat,Low,2026-04-24 05:20:00,Shipping,high,negative
TK-106299,Dashboard shows blank screen,Dashboard shows blank screen. I need this resolved.,twitter,Medium,2026-01-31 19:03:00,Bug/Error,high,negative
TK-106300,Export button does nothing,I've been waiting for days!! Export button does nothing. Can someone look into this?,email,Urgent,2026-04-24 18:24:00,Bug/Error,high,negative
TK-106301,How do I contact sales,Please respond ASAP. How do I contact sales. I need this resolved.,chat,Low,2026-01-29 06:48:00,General,high,negative
TK-106306,Is there a student discount,Thanks for your help. Is there a student discount. Can someone look into this?,twitter,High,2026-06-18 04:01:00,Feature Request,low,positive
TK-106307,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Can someone look into this?,chat,High,2026-03-27 15:13:00,Shipping,high,negative
TK-106308,Wrong item was delivered,Not happy about this. Wrong item was delivered. Any update would help.,chat,High,2026-02-21 06:30:00,Shipping,high,negative
TK-106309,How do I change my email,This is really frustrating. How do I change my email. Please advise.,phone,Low,2026-05-02 22:33:00,Login/Access,high,negative
TK-106314,Is there a student discount,This is really frustrating. Is there a student discount. Can someone look into this?,email,High,2026-05-10 04:11:00,Feature Request,high,negative
TK-106315,Wrong item was delivered,Not happy about this. Wrong item was delivered. Let me know next steps.,phone,Low,2026-03-23 03:38:00,Shipping,high,negative
TK-106316,Data not syncing between devices,Thanks for your help. Data not syncing between devices. Any update would help.,chat,Medium,2026-01-29 01:51:00,Bug/Error,low,positive
TK-106317,Data not syncing between devices,Please respond ASAP. Data not syncing between devices. Can someone look into this?,web_form,High,2026-01-04 22:50:00,Bug/Error,high,negative
TK-106318,Two-factor code not working,Two-factor code not working. Any update would help.,twitter,Medium,2026-01-12 22:07:00,Login/Access,medium,neutral
TK-106319,Refund not received yet,I've been waiting for days!! Refund not received yet. Any update would help.,chat,Low,2026-06-23 08:13:00,Billing,high,negative
TK-106310,Delivery is two weeks late,Delivery is two weeks late. Can someone look into this?,web_form,Urgent,2026-01-31 23:14:00,Shipping,medium,neutral
TK-106311,Getting a 500 error on checkout,This is really frustrating. Getting a 500 error on checkout. Let me know next steps.,web_form,High,2026-01-25 08:15:00,Bug/Error,high,negative
TK-106312,How do I contact sales,How do I contact sales. Any update would help.,twitter,Urgent,2026-01-26 04:31:00,General,low,positive
TK-106313,Would love a mobile app,This is really frustrating. Would love a mobile app. Please advise.,email,Low,2026-05-05 19:41:00,Feature Request,medium,negative
TK-106324,Cancel my plan and refund me,This is really frustrating. Cancel my plan and refund me. Can someone look into this?,web_form,High,2026-05-12 04:06:00,Billing,high,negative
TK-106325,Add integration with Slack,I've been waiting for days!! Add integration with Slack. I need this resolved.,web_form,Urgent,2026-06-12 20:21:00,Feature Request,high,negative
TK-106323,Dashboard shows blank screen,I've been waiting for days!! Dashboard shows blank screen. Let me know next steps.,phone,Low,2026-01-21 02:24:00,Bug/Error,high,negative
TK-106320,Why did my subscription price go up,Not happy about this. Why did my subscription price go up. Any update would help.,email,Urgent,2026-05-27 05:21:00,Billing,high,negative
TK-106321,Password reset email never arrives,Thanks for your help. Password reset email never arrives. Please advise.,twitter,Medium,2026-01-30 07:26:00,Login/Access,medium,positive
TK-106322,I was charged twice this month,Not happy about this. I was charged twice this month. I need this resolved.,phone,Urgent,2026-02-09 19:59:00,Billing,high,negative
TK-106332,Dashboard shows blank screen,Thanks for your help. Dashboard shows blank screen. I need this resolved.,chat,Urgent,2026-04-18 22:51:00,Bug/Error,high,positive
TK-106333,Where is my order,Thanks for your help. Where is my order. I need this resolved.,twitter,Urgent,2026-02-10 10:08:00,Shipping,high,positive
TK-106334,Can you support CSV export,Can you support CSV export. Please advise.,email,High,2026-06-06 07:57:00,Feature Request,low,neutral
TK-106335,Cancel my plan and refund me,Please respond ASAP. Cancel my plan and refund me. I need this resolved.,twitter,Low,2026-02-09 02:15:00,Billing,high,negative
TK-106326,Package arrived damaged,Package arrived damaged. Let me know next steps.,email,Low,2026-03-27 01:40:00,Shipping,medium,negative
TK-106327,Dashboard shows blank screen,Please respond ASAP. Dashboard shows blank screen. Any update would help.,twitter,High,2026-05-19 22:56:00,Bug/Error,high,neutral
TK-106328,Package arrived damaged,Please respond ASAP. Package arrived damaged. Can someone look into this?,twitter,High,2026-05-15 09:32:00,Shipping,high,negative
TK-106329,Data not syncing between devices,Thanks for your help. Data not syncing between devices. Please advise.,chat,Urgent,2026-04-23 04:22:00,Bug/Error,low,positive
TK-106336,Need bulk edit functionality,Please respond ASAP. Need bulk edit functionality. Any update would help.,web_form,Medium,2026-03-29 08:33:00,Feature Request,low,positive
TK-106337,Add integration with Slack,This is really frustrating. Add integration with Slack. Any update would help.,web_form,Medium,2026-02-01 11:16:00,Feature Request,medium,negative
TK-106338,Refund not received yet,Thanks for your help. Refund not received yet. Can someone look into this?,web_form,High,2026-02-22 16:43:00,Billing,medium,positive
TK-106339,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Let me know next steps.,phone,Medium,2026-02-16 07:55:00,Login/Access,high,negative
TK-106330,How do I change my email,Thanks for your help. How do I change my email. Any update would help.,email,Urgent,2026-03-06 09:08:00,General,low,positive
TK-106331,Would love a mobile app,Please respond ASAP. Would love a mobile app. I need this resolved.,phone,High,2026-05-31 00:16:00,Feature Request,medium,positive
TK-106340,Can you support CSV export,Can you support CSV export. Please advise.,phone,Low,2026-05-04 11:13:00,Feature Request,low,neutral
TK-106341,Cancel my plan and refund me,This is really frustrating. Cancel my plan and refund me. Let me know next steps.,twitter,Urgent,2026-03-02 19:58:00,Billing,high,negative
TK-106342,Password reset email never arrives,Thanks for your help. Password reset email never arrives. Let me know next steps.,chat,Medium,2026-01-25 00:33:00,Login/Access,medium,positive
TK-106343,Can you support CSV export,Thanks for your help. Can you support CSV export. Please advise.,web_form,Low,2026-02-15 13:14:00,Feature Request,low,positive
TK-106344,Wrong item was delivered,Thanks for your help. Wrong item was delivered. Can someone look into this?,chat,Low,2026-01-16 17:33:00,Shipping,medium,positive
TK-106345,I was charged twice this month,Please respond ASAP. I was charged twice this month. Please advise.,email,Urgent,2026-03-11 05:35:00,Billing,high,negative
TK-106346,Package arrived damaged,Thanks for your help. Package arrived damaged. Let me know next steps.,chat,Medium,2026-06-14 00:26:00,Shipping,medium,positive
TK-106347,Do you have API documentation,Not happy about this. Do you have API documentation. I need this resolved.,chat,Medium,2026-03-28 06:51:00,General,high,negative
TK-106348,Data not syncing between devices,Not happy about this. Data not syncing between devices. Any update would help.,web_form,Low,2026-01-26 19:28:00,Bug/Error,high,negative
TK-106349,Invoice shows wrong amount,Not happy about this. Invoice shows wrong amount. Let me know next steps.,chat,Medium,2026-02-17 09:09:00,Billing,high,negative
TK-106350,I was charged twice this month,Please respond ASAP. I was charged twice this month. Can someone look into this?,phone,Medium,2026-06-24 23:48:00,Billing,high,negative
TK-106351,Would love a mobile app,This is really frustrating. Would love a mobile app. Let me know next steps.,email,Urgent,2026-03-17 20:14:00,Feature Request,medium,negative
TK-106352,Dashboard shows blank screen,I've been waiting for days!! Dashboard shows blank screen. Please advise.,email,Urgent,2026-03-03 18:47:00,Bug/Error,high,negative
TK-106353,Cannot log into my account,This is really frustrating. Cannot log into my account. I need this resolved.,twitter,Urgent,2026-05-07 19:51:00,Login/Access,high,negative
TK-106354,I was charged twice this month,This is really frustrating. I was charged twice this month. I need this resolved.,web_form,Urgent,2026-01-29 18:32:00,Billing,high,negative
TK-106356,Where is my order,Thanks for your help. Where is my order. Let me know next steps.,email,Urgent,2026-05-19 06:05:00,Shipping,low,positive
TK-106355,Dashboard shows blank screen,Not happy about this. Dashboard shows blank screen. Please advise.,phone,Urgent,2026-04-03 05:02:00,Bug/Error,high,negative
TK-106357,Delivery is two weeks late,Thanks for your help. Delivery is two weeks late. Can someone look into this?,email,Low,2026-04-20 12:22:00,Shipping,medium,positive
TK-106358,I was charged twice this month,Thanks for your help. I was charged twice this month. I need this resolved.,web_form,Urgent,2026-03-17 00:48:00,Billing,high,negative
TK-106359,Please add dark mode,Please add dark mode. Let me know next steps.,web_form,High,2026-02-26 03:24:00,Feature Request,low,positive
TK-106360,App crashes when I upload a file,App crashes when I upload a file. Can someone look into this?,phone,High,2026-01-05 06:24:00,Bug/Error,medium,neutral
TK-106361,Getting a 500 error on checkout,Please respond ASAP. Getting a 500 error on checkout. Any update would help.,chat,Urgent,2026-06-14 07:35:00,Bug/Error,high,negative
TK-106362,Invoice shows wrong amount,Thanks for your help. Invoice shows wrong amount. I need this resolved.,phone,Medium,2026-05-09 02:55:00,Billing,high,negative
TK-106363,Cannot log into my account,This is really frustrating. Cannot log into my account. Please advise.,web_form,Urgent,2026-01-20 17:10:00,Login/Access,high,negative
TK-106364,Would love a mobile app,Thanks for your help. Would love a mobile app. Can someone look into this?,twitter,Low,2026-01-24 04:38:00,Feature Request,low,positive
TK-106365,How do I change my email,How do I change my email. Let me know next steps.,phone,Low,2026-04-08 04:14:00,General,low,neutral
TK-106366,Cancel my plan and refund me,I've been waiting for days!! Cancel my plan and refund me. I need this resolved.,web_form,High,2026-05-23 23:59:00,Billing,high,negative
TK-106367,SSO redirect keeps failing,This is really frustrating. SSO redirect keeps failing. I need this resolved.,chat,Urgent,2026-03-14 12:21:00,Bug/Error,high,negative
TK-106372,Dashboard shows blank screen,This is really frustrating. Dashboard shows blank screen. Let me know next steps.,web_form,Low,2026-03-17 23:48:00,Bug/Error,high,negative
TK-106373,Tracking number is invalid,Thanks for your help. Tracking number is invalid. Let me know next steps.,phone,Low,2026-04-04 09:38:00,Shipping,medium,positive
TK-106378,Why did my subscription price go up,This is really frustrating. Why did my subscription price go up. Any update would help.,twitter,Urgent,2026-06-06 01:45:00,Billing,high,negative
TK-106379,Invoice shows wrong amount,Please respond ASAP. Invoice shows wrong amount. Let me know next steps.,chat,High,2026-03-28 16:45:00,Billing,high,negative
TK-106383,Export button does nothing,Please respond ASAP. Export button does nothing. I need this resolved.,twitter,High,2026-05-30 15:56:00,Bug/Error,high,negative
TK-106368,Cannot log into my account,I've been waiting for days!! Cannot log into my account. Please advise.,chat,Low,2026-01-24 09:23:00,Login/Access,high,negative
TK-106369,Can you support CSV export,This is really frustrating. Can you support CSV export. I need this resolved.,web_form,Urgent,2026-03-14 05:53:00,Bug/Error,high,negative
TK-106370,Export button does nothing,I've been waiting for days!! Export button does nothing. Any update would help.,web_form,Medium,2026-04-09 23:54:00,Bug/Error,high,negative
TK-106371,How do I contact sales,I've been waiting for days!! How do I contact sales. Can someone look into this?,phone,Low,2026-05-07 09:41:00,General,high,negative
TK-106374,Getting a 500 error on checkout,I've been waiting for days!! Getting a 500 error on checkout. Can someone look into this?,phone,Low,2026-06-08 20:59:00,Bug/Error,high,negative
TK-106375,Is there a student discount,Thanks for your help. Is there a student discount. Please advise.,web_form,Low,2026-06-09 15:58:00,General,low,positive
TK-106376,Please add dark mode,Please add dark mode. I need this resolved.,twitter,High,2026-04-08 10:15:00,Feature Request,medium,positive
TK-106377,I was charged twice this month,Not happy about this. I was charged twice this month. I need this resolved.,email,Low,2026-03-13 05:16:00,Billing,high,negative
TK-106388,Getting a 500 error on checkout,This is really frustrating. Getting a 500 error on checkout. Any update would help.,email,Medium,2026-01-28 00:56:00,Bug/Error,high,negative
TK-106380,Is there a student discount,I've been waiting for days!! Is there a student discount. I need this resolved.,twitter,Urgent,2026-03-24 08:40:00,Billing,high,negative
TK-106381,Tracking number is invalid,Please respond ASAP. Tracking number is invalid. Please advise.,chat,High,2026-05-04 08:08:00,Shipping,high,negative
TK-106382,Do you have API documentation,Not happy about this. Do you have API documentation. Can someone look into this?,twitter,Medium,2026-03-19 06:24:00,General,medium,negative
TK-106389,Wrong item was delivered,Please respond ASAP. Wrong item was delivered. Any update would help.,twitter,Urgent,2026-02-18 10:04:00,Shipping,high,negative
TK-106384,How do I contact sales,Please respond ASAP. How do I contact sales. Any update would help.,chat,Medium,2026-05-04 05:48:00,General,low,positive
TK-106385,Where is my order,Thanks for your help. Where is my order. Please advise.,phone,Urgent,2026-01-02 17:54:00,Shipping,low,positive
TK-106386,Do you have API documentation,Thanks for your help. Do you have API documentation. I need this resolved.,twitter,Medium,2026-01-28 03:54:00,General,low,positive
TK-106387,Two-factor code not working,I've been waiting for days!! Two-factor code not working. Any update would help.,twitter,Medium,2026-01-19 20:45:00,Login/Access,high,negative
